 ALFAA_R, AMXL_R,BIMBOA_R,CEMEXCPO_R,FEMSAUBD_R,WALMEX_R
0.049510663,-1.004561249,1.36685345,-0.105126953,-0.311486094,0.517846629
-0.265391742,0.368711084,1.481369637,-0.463289083,0.415641312,1.880098963
-0.933844089,-0.619555914,-1.79242148,-0.747733162,0.008234918,-0.519703685
0.326346505,-0.224331337,0.693560963,-0.284347171,-0.006669967,-0.49651312
4.199401288,3.313902862,1.205843496,0.941779738,1.690852405,0.356148773
0.41305277,-0.804910724,0.423372859,-0.661091176,-0.978175864,1.786103209
1.142947989,-1.124371726,1.21579319,-0.082787995,0.286889628,-0.247874272
0.497380887,-0.362804719,1.150675361,0.333654812,-0.008923065,0.046545272
-0.333751392,0.037470309,-0.288461268,0.071356518,-0.672407465,-0.179375618
0.380059459,0.545040085,-0.348769644,-0.307069039,-1.811216027,0.214360063
-0.7153834,0.863280265,1.752259611,0.107210089,-1.180706669,1.652174781
-0.862850564,-0.442311499,-1.638968472,0.218922658,-0.834878453,-1.460858036
0.328485385,-0.76920777,0.711772603,-0.40340353,1.21145643,0.507400219
-0.652021112,-2.050820548,-0.526665865,-1.315988477,0.449393936,0.637394378
1.384146475,0.592144477,-0.649419135,1.057773553,0.244399796,-1.451091187
0.748950548,1.018650781,1.325610079,-0.056805654,0.88303612,0.518989256
0.505473864,0.244122467,-0.640982634,0.675877577,0.451993215,-0.984366011
0.380186034,-0.354072621,1.150348005,-1.051493417,-0.132597458,0.219382465
-1.67982619,-1.502550474,0.699612665,-2.159347004,-0.36840573,0.52971789
0.751869174,-0.604469241,-1.037232696,0.855336914,-0.114866885,1.18373804
-1.430156661,-0.721496432,-0.375891978,-0.001451921,1.105941461,0.036056066
0.041322517,-0.558057876,0.588057522,-0.764281477,0.055726945,0.991135562
0.505910324,0.341624853,0.771370297,-0.279680717,2.096551287,0.001952359
-0.428248337,0.853711983,-0.793571522,-0.126518436,-0.725928228,1.322262149
0.770142597,0.532415745,0.402279534,0.648879349,1.019610224,-1.371946231
-1.422800592,0.008936053,-0.912846876,0.641564408,1.725281985,-0.357585971
-2.302147893,-0.026477434,0.455624547,-0.364006551,-0.36346151,0.541717578
1.444675813,-0.87205083,-0.249804315,0.748088402,0.369069136,0.092319531
-1.157005665,-0.601950875,-0.880960355,0.171484634,0.110854206,-1.606266906
-0.887063921,-0.891551251,0.095446211,0.810455168,-0.209444877,-1.075560104
1.077545601,-0.416740181,0.668241574,0.177933603,0.17021325,0.777166452
0.574412166,1.063114198,-1.088355015,0.421156551,0.891185823,-0.265166108
-0.475603462,-0.796280946,-0.563186114,-0.136789271,-1.24718502,-0.990144757
0.116111778,0.789011183,-0.705871675,0.735805753,1.230062227,-1.225796158
-1.372267574,-1.801309147,0.480666706,-0.144462744,-0.380587194,-0.559417144
0.634464177,1.553403799,0.677283429,1.200754561,0.126596405,1.144106737
1.943809959,0.223701434,0.391814894,0.144941404,-0.300064543,-0.128042871
1.989525889,1.401464629,0.372529668,0.485113962,1.048817224,0.067307503
0.349733828,1.758829633,-0.544981506,0.846023258,1.218051771,1.343359919
0.849805392,-1.39462338,-0.374770803,0.014680734,0.168808233,0.757947579
-0.908813889,-1.775884013,2.67284722,-0.060047032,-1.797187672,-0.061342874
-2.578997275,-1.827401923,0.508339617,0.496168412,-1.549441882,-0.079338754
-0.81581076,-0.241069199,0.193700713,-0.348052213,0.241364685,-0.767147676
-2.338434938,-2.290684488,-0.94266077,-1.288711679,-0.013684317,0.087027618
2.588694029,1.784390231,-0.128131484,0.571196236,2.069157202,0.222738563
-0.828436696,-0.528851318,-0.647245579,0.285710712,0.799047361,-0.891277901
0.941811584,-0.224438152,1.590916518,1.026765873,0.602060743,-1.425905578
-0.18440829,-1.101470141,-0.906150521,-0.351883817,-0.126065682,-1.755339234
-1.016453044,0.230291378,0.701483201,-0.316076711,-0.236859005,-0.177571863
-0.581529559,1.097713656,0.825996427,-0.256999354,0.783095458,0.592467583
-1.477477509,0.716730843,-0.453156906,-0.555805077,-1.010016965,0.938841408
0.072027365,-1.006987319,0.590720201,-0.327602792,1.636974907,0.872222254
-0.675281309,1.456171629,-0.93517944,-0.708907969,0.755587849,-0.539699062
0.608663982,1.042032894,1.186011547,0.830882252,0.032476246,-0.018889138
1.983008474,0.32612839,0.564338297,0.8315776,0.543145023,1.673956513
0.261481273,-1.258054465,-0.097828176,-0.600941773,-0.530547747,0.236612667
-0.976695452,-0.542036053,-1.708751863,-0.941911971,-0.651902536,-1.163835248
0.484153908,1.158776059,-0.189577354,0.068352087,-0.171259944,0.149412365
-0.264405325,0.188534947,-0.634013789,-1.270029645,-0.911912589,-1.276070288
-0.134658801,-0.657135629,-0.041409695,-1.446687091,-0.957673647,0.89548127
0.250906429,-1.52891335,0.39570978,-0.54817486,-0.304699233,-0.495616714
-2.246595721,-0.548014735,-1.241218988,-1.211765353,-0.166337412,0.255503215
0.683446742,0.325907179,-0.197490563,-0.505180379,1.151079683,-1.607769036
0.156966993,-0.505517801,-0.111808423,0.070912349,-0.989594863,1.667047367
0.365984855,-0.319334974,-0.340535349,0.206706302,0.168679385,0.56528767
0.76051459,0.001039427,0.17733392,0.84139997,0.010099174,-0.337354512
0.904811576,-0.459322598,1.316723896,-0.543940016,1.141867738,-0.307453019
1.519436961,1.638333275,0.403159848,-0.519105601,2.159815307,-0.243388635
1.869501687,-0.586255835,0.226111148,0.630485031,0.56136399,1.213101671
0.244830899,-0.874708274,0.880241632,0.25130356,-0.462124939,0.480358261
-0.30625474,0.620246131,-0.710575413,-0.667472563,0.381560545,1.010854605
0.145499636,0.038019643,0.333671148,1.524398367,0.135507232,0.127481727
-2.468352586,-0.49262994,-0.179404781,-0.051548756,0.915065651,-0.178886899
2.393484722,0.219907864,-0.107563423,-0.148785998,0.824825916,0.357968671
-0.39786188,-0.637523891,-1.027839816,2.208540159,-1.100994902,-0.434673074
0.638213434,0.755674096,1.011177098,1.366670623,-0.984477813,-1.426049631
0.607848629,1.026366325,-0.766822695,0.604611413,0.230114515,0.859841057
-1.776832439,-1.065644574,-1.837465452,1.23966427,-0.529227175,-0.900434642
0.611402509,-0.051669848,-1.635186023,0.759369731,-1.418186988,-0.37376203
1.739784294,1.546231232,1.274773653,0.265750804,1.380694191,0.244862001
-1.646628324,0.007760653,-0.6072889,0.449512991,-1.556258256,-1.757036224
-1.137555502,-2.559801917,-1.076581212,-1.354894341,-0.050568453,-0.281502515
-1.579958406,-2.110031898,0.374224668,-1.567605983,-0.462946911,-0.426708008
0.038742505,0.484214809,-1.263653391,-0.317906834,0.383377353,-0.400692748
-0.645770094,0.187343751,-0.389588212,0.383188349,-0.872581168,0.747426161
-1.192840195,0.632719382,0.121413506,-0.034034235,-0.10773642,-2.453251655
-0.28146802,-0.161016631,-0.682622349,-0.332734991,0.808999672,-0.693105014
-2.712440176,-0.847635051,-2.341824545,0.315298643,0.031047323,0.429358218
-1.792997804,0.195833804,-1.708114472,0.154683834,2.110579322,-0.93910032
-0.137738967,-0.500086973,0.921917068,-1.198197564,-0.328439677,1.823698551
1.83205243,1.125329545,1.606206465,0.657894156,0.809122662,-0.254410215
-0.00725892,-0.566150056,0.831776871,-0.905125854,0.363008437,1.51711883
1.044092452,-0.499456885,1.356631839,0.222751281,-0.928614947,-0.192432637
0.72548743,1.295953255,-0.723463834,1.916881331,-0.521990965,1.625354651
1.831732044,1.857010328,1.125357082,-0.383500867,1.879978326,0.191131579
1.361801143,1.19019208,0.50338156,-0.564387721,-0.787956303,2.606517342
-0.267960052,-0.499935666,1.718718829,0.466758393,0.098853334,-1.609367671
-0.819593664,-0.559365296,-0.623390886,0.767729247,-0.543668364,-0.385449598
2.020994827,0.869824075,0.468090633,-0.221654287,-0.413273469,0.329874731
2.015357329,0.364359369,0.660824663,1.456548005,0.730208457,1.155172707
-0.548773133,-0.148079083,1.409112032,0.962127169,0.232761806,-0.678418435
-1.225364393,-0.234870103,0.317794853,0.323699469,-1.454788275,-0.6582897
0.315697084,-0.183991036,0.628731294,-1.2634954,0.501270883,-0.908229704
-0.462693618,0.579112755,-0.587346914,-0.780877177,0.841301326,0.220557334
2.526776487,2.093380881,1.045608418,0.249558515,0.9501013,0.119979372
-1.163755317,0.780209993,-2.256046915,0.774025502,0.084240476,-0.927038787
-0.099803529,0.266986792,-0.370594506,-0.615314167,-0.616456058,0.702632369
0.481311403,0.983894345,0.709443027,0.596671148,0.395476428,1.499797191
0.415014605,-0.330154719,0.505116742,1.17757058,-0.648020223,-1.768304256
2.172868239,0.347765389,0.574906718,0.310998866,-1.252030778,-0.587203775
-0.583809058,2.041461851,-0.45179738,-1.237112833,0.96766401,-0.131581159
1.017805956,1.044833206,0.578876778,-0.10624138,0.621113893,-0.709986428
-0.561411693,-0.288544443,0.3644967,-0.773383967,1.878385316,0.640023019
-0.674834792,0.00031556,-0.756589949,-1.247808936,-0.562642965,-0.055096833
1.27341999,0.637601943,-0.973060317,-1.097137115,0.236474232,0.49594788
-1.413980759,1.074193774,1.100025307,-0.973038759,1.710581989,2.642074887
0.860053249,-0.691879413,0.32990035,-1.259567049,1.265411844,-0.271162569
-0.591653935,1.242092375,0.193217364,-1.257433833,1.037352088,1.319355102
0.478516519,-0.679176974,-0.189523222,0.92596886,0.13295132,-0.94319556
-2.254913053,-0.706088437,0.457415939,-0.124747033,-0.497104129,0.604111063
-0.329050689,0.394847679,0.122938479,0.177827917,-1.018557426,-1.100712491
-2.869366797,-0.904777027,-0.402311483,-1.251012575,1.425536845,-1.67599337
-0.337130895,-0.406850254,-0.758093253,-0.403940522,1.078451968,-1.544289496
-1.681753347,-1.584204493,-0.438451931,-1.78911936,-0.804977979,0.039267289
-1.174331527,0.977407754,-0.74765614,0.491270872,1.118573267,-2.429093671
-0.939297954,-0.813768311,-0.045292761,-0.20994731,0.927239246,-0.830820578
-0.111299457,-0.42110721,0.641183556,-0.264624673,1.278834154,0.515049294
-1.741038949,-1.060906068,0.316104084,0.296121589,-1.311693137,0.905199932
1.278362202,2.29867545,-0.336596685,0.460275504,1.946534269,0.299391902
-1.49794373,0.056592973,0.562515217,0.655432525,-0.89334228,-2.289710166
-0.470870937,-1.203404639,1.252711288,-1.619083811,-1.227516081,-0.322923078
-1.39721757,-0.384226096,-0.759192357,-1.158008846,-0.000253413,2.010765312
0.3792639,-0.347665784,-0.686895793,0.151755566,0.509477801,1.038199131
-0.604572665,-0.46474889,-0.441030347,-0.329422934,-1.166971485,-0.303114746
1.004972368,0.806823476,0.348661843,-0.4878208,-0.548064071,0.087424676
-0.257347235,-0.045725734,0.778238636,0.517866033,0.565238087,-0.80721949
0.813100187,0.260408907,1.089469844,0.160962321,-0.192954688,0.641931142
0.511800873,-0.389213374,1.131207369,1.665613164,-1.310705767,-0.765598178
0.899303472,-0.660122217,0.498781974,-0.271023716,0.525808884,0.954052081
0.317576043,1.257355293,-0.348592287,-0.576010642,-0.327629635,0.929473863
0.033932979,0.599075043,1.29510243,-0.771322556,-0.128090038,-1.09536621
-2.052231864,-0.254224675,0.305773435,-0.663226584,-0.264234837,-1.086807852
0.106688221,0.022562836,0.397927974,-0.295712541,0.508999225,0.166036402
-0.325141052,0.163494553,0.969551791,-1.146641205,-0.263325449,-0.08498033
0.51627201,0.468251553,0.71865895,0.029874445,-0.000642625,0.179086516
0.58192936,0.815156888,0.676182187,0.216427545,-1.494561714,0.74392295
-2.469039152,-1.016370837,-1.235250807,0.416058278,-0.598632786,0.139936325
-0.944485538,-0.763070704,-0.406052443,-1.567836437,-0.379859693,-0.486104721
0.509818102,1.204290446,-0.614399465,0.403617039,-0.606739608,-0.575250445
0.065227818,-0.035323702,-0.416418397,-0.070090839,-0.791759846,0.254256108
0.648621342,-0.57951825,1.507397845,-0.988917903,1.611084897,0.638461681
2.09515336,0.190822062,-0.353264911,0.078400102,-1.811780777,0.696887214
0.316823463,0.700739892,0.837791656,-0.680554125,0.098546703,0.110681783
2.734576527,-0.623056562,0.233443611,-0.34900876,0.17854694,0.842797085
0.391053839,0.574834409,0.933955012,-0.240664366,0.584402655,-0.775605024
1.564293961,0.610265813,-1.086527382,0.370081469,0.881609575,1.292400803
-2.286463892,-0.648458327,-1.008687974,0.831290838,-1.185118119,-0.250237174
0.767656312,-0.188620994,-0.569500453,0.710122739,-0.230532822,-0.920875103
1.346334398,-1.440145566,2.052590421,-0.681082632,0.466935778,1.61076819
-1.106047683,0.303334438,-0.853591978,0.61953,-0.530069761,-0.98536665
-0.467719564,2.128816354,0.288012819,-0.226583063,1.0672639,0.358305747
0.677802882,-0.924472394,0.157452166,0.202639492,-0.729041236,-0.852152393
0.307493548,0.944550267,0.829858076,0.56883837,0.024299836,0.368446478
-0.664592127,-0.674973844,-0.073727567,-0.127368897,0.155287106,0.220508301
-0.904081741,-0.361406036,-0.580482483,-0.54793997,-0.33981215,-1.652826186
-2.063720298,-0.996474237,-3.215241852,-0.135104255,-0.071416123,-0.39365119
1.157116143,0.955616008,0.435939921,1.654007463,-0.988344377,1.942620291
1.083269206,1.278403222,0.926803091,0.787981968,-0.298389598,0.319815385
1.252575562,-0.946173241,0.096909691,-0.369208053,0.477648605,-0.770223484
0.547431448,0.485248047,0.730225357,-0.373716823,0.241929847,-0.308869152
-2.072606303,-1.313750645,-1.897298278,-0.110412814,-1.040035556,-0.834051436
1.529537457,-1.567843793,0.379395927,0.037871472,-0.881058495,-0.957046493
-0.185661189,0.25484814,-0.193771561,-0.441293157,0.857766865,0.255817452
-0.608224159,1.32319898,-1.01896272,-0.270656701,2.220087064,-0.091698422
0.592041458,0.544471488,-0.735024127,0.006978762,0.04144461,-0.905797968
1.721282069,1.20661036,2.137412185,-0.661547151,0.067986306,0.566948243
1.29482047,0.8489715,-0.724620338,-0.542948607,0.530768861,-0.426397518
1.934453248,0.884239251,-0.99260873,-1.45110058,1.256315662,0.44569837
0.505680709,-0.812626338,0.775139058,1.095383121,-0.167621522,0.161884251
0.857480807,1.208513733,-0.084039489,0.076394793,0.066074361,1.525198501
1.517686004,0.543303953,1.019352756,-0.802645359,0.238461384,1.336197856
3.181437513,1.183160819,0.898268695,-0.576036169,0.033304051,-0.058963917
1.74999253,1.678303741,-0.50651714,-0.108389482,0.348463957,0.712045702
1.550218059,1.631169649,0.45120814,0.291313971,0.176598154,0.109539521
-0.455071305,0.335205209,-0.723962005,0.370531044,0.299353093,-0.838736295
-1.685481179,-0.725437313,-0.874640631,-0.630109669,-0.23231571,0.48369067
0.333071434,1.143161506,-0.263793485,-1.230529467,1.299590768,-1.405008555
-1.043092676,-1.05278913,-0.69109266,0.237356022,-1.087197166,-0.333325223
-1.093991653,-0.291791782,-0.35525494,-0.065758419,-0.127235902,1.055771492
-1.074660237,0.280449277,-0.786562817,0.471890121,-0.086127834,0.056197149
0.351649014,-0.409163409,0.156678178,-0.39753497,0.044130353,0.002612191
1.698156824,0.91733079,0.056818102,-0.986376485,1.736841623,-0.496058558
-0.996621817,-0.307361339,0.197275243,0.118485374,0.129626111,-0.241875291
-0.959548148,0.560333693,0.35329142,-0.974752515,0.334622959,-0.918681078
0.354578156,-0.398271747,0.315756432,-0.569744163,-2.47676199,-0.76385599
-1.936197027,0.626418217,-1.66397738,-0.792019785,0.192336894,-1.007828248
-0.081461683,-1.758480024,-0.422457121,-1.191272341,-0.028439451,0.237170296
0.68137643,0.627303053,-0.722154016,0.062211195,-0.693207578,0.132220631
1.240160562,1.635273873,1.359446723,0.305328696,0.53179124,1.354573157
2.844130165,-0.156415267,0.988514534,0.052459601,0.568469466,0.722356183
1.374177848,2.2679847,-0.242156478,-0.748840541,0.598521527,0.780592884
0.76501759,-0.142835016,-0.295007425,-0.536465613,-0.326046433,1.463799126
2.274758474,2.53508492,1.605882907,-0.159652034,0.968991474,0.382938661
3.229390976,2.181659153,-0.024211001,0.443582882,-0.731801523,2.928316346
-2.237371553,1.348016294,0.374258448,-0.530800231,0.105708856,1.037013482
0.278552415,1.667161243,0.872450807,-0.041991788,0.857925002,-0.278151973
-1.717417131,0.432352668,1.194599184,0.249990631,0.106097605,-0.12257016
-0.451937982,0.293406275,0.728078286,-1.149727642,0.900476591,0.872227796
-0.538802808,-0.145239725,0.352885959,-0.258021806,-0.482050259,-1.201375927
1.803456413,2.591990292,-1.665993709,-1.109191849,1.222497619,0.114808872
1.93341642,1.82082254,-0.106660568,1.583466463,0.729805821,-0.781281913
-1.448438684,-0.454392978,0.445544746,-0.31707174,0.894739822,0.441800531
0.694366103,1.15511547,0.056036832,-1.242389118,0.422352155,0.735076609
-0.481867543,-0.262278611,1.190135004,0.638953692,0.365307338,-0.47466881
2.106845043,0.509035665,-0.128056142,0.498525571,0.098366386,1.454390205
-0.306778609,-0.687275057,-0.195533306,0.856076948,1.149973899,-0.844521301
-3.29340426,-1.487621339,-1.180602419,-1.221114568,-1.177290961,-1.148880349
-1.071740302,-0.478321116,0.63532737,-0.453686216,-0.509359918,-0.471436772
0.599674339,1.59322425,1.84398978,0.125422285,0.169189898,0.393810386
0.969535133,-0.515835731,-0.49692878,-0.344628519,0.475531481,-0.087776706
-0.455591906,-0.102424586,1.242326039,-0.379651177,0.377148513,-1.042041286
0.988930583,-0.452412485,2.503005008,0.294194342,0.068597765,0.186337349
-0.626686057,-0.25556631,0.453485789,-1.251174532,-1.468489526,0.501213084
-0.538621986,1.183828583,-0.237454003,-0.285994891,0.59103786,0.63521487
0.593296243,0.674937345,-0.315016894,-0.378712533,0.853948601,-0.45670183
0.378510181,1.208364458,1.055875405,0.246277514,0.796206388,-1.440432997
0.009837594,0.10739837,0.297930906,0.233092306,-0.590808032,1.16061343
1.555212591,1.267281222,0.793912497,1.102993942,1.350925786,0.839278815
0.491376576,-0.939784947,0.913483141,-0.369336095,0.090764898,0.165758432
-0.524990067,-1.553912491,0.121327561,-2.021754482,-0.183547538,-0.383498645
0.233585277,1.279687491,1.151689902,0.771222317,0.219729277,0.727816473
1.178678323,-1.392938114,0.585736946,1.487977519,-1.270808329,-2.03148642
3.072238294,0.694647046,-0.367638697,-0.367554277,-0.080056915,-1.10132835
0.422112379,0.09757108,-1.586175362,-0.457123059,1.216853766,0.664242685
-0.157457201,-0.384038158,0.620682516,-0.582490394,-0.386962294,-0.577462234
1.281110322,1.536225307,-0.272444094,-0.692557047,1.334951171,1.338880462
1.974389466,0.961537544,1.33125513,0.566156275,-0.275179319,-1.149122661
1.499465204,2.065410316,0.512070716,0.782346799,-0.174552327,0.567785335
1.600735613,1.079233868,-0.507911996,2.055427815,0.307949624,-0.705401711
0.549341301,-0.507836241,-1.797362801,-0.942927676,-0.086415728,1.076677822
0.408184301,0.972582067,-0.990606104,1.695583989,1.001126067,-0.257134835
0.739453193,0.255334456,0.79388136,0.812422342,-0.933302556,1.998917416
1.447069255,-1.015335388,0.43308975,0.253814806,-0.098002839,0.125998909
1.575189206,-0.053135659,-0.840692098,0.244510334,0.458272902,0.917878386
-2.570486195,-1.433031261,-0.736424639,-0.487943879,-2.132638301,-0.763431656
0.704829308,0.91477109,1.734483148,-0.184081019,0.465521118,-0.38861015
-0.582948539,-0.595283446,-0.773685512,0.201372212,0.372853619,-1.087286574
-0.240882861,-0.157941385,-1.114419441,-0.42004237,-0.810632075,0.308294962
-0.817153953,0.464352937,-1.398521683,-0.740571583,0.576303552,1.646539578
0.628569801,0.623396928,-0.863074669,0.593898583,0.491607333,1.103036441
-1.506863786,0.000726752,-0.303242396,-1.268419257,-0.388823041,-1.715556294
1.780850714,1.457716156,0.203108883,0.513692701,2.182851088,-0.977998506
-0.052889576,0.400974415,-1.430254389,0.632075592,1.511838868,-0.16640399
-0.148286393,0.921195406,-0.62482905,0.9222428,-1.117495966,-0.065998313
0.664475437,-0.333127367,0.848685293,-0.599914878,1.243731282,0.379337411
1.749014865,0.505008114,0.071749597,1.710782203,-0.731036399,-0.345101262
0.954099493,0.594677542,-0.597712615,0.726036796,0.477027215,-0.464552182
-1.381538569,-0.882343576,0.356323376,-1.42715208,-0.737950941,0.758771875
0.969652832,0.675269673,0.672288946,-0.59707855,1.011385783,-0.373799959
-0.070462288,-1.571652599,0.46353141,-1.734062249,0.124608868,-0.24680828
0.334375074,2.292962801,-0.282703515,-0.043645345,-0.181277653,1.193566836
-0.162328929,1.308914542,0.241952517,-1.510243824,-0.347721955,-0.241009631
0.051943482,-0.26883031,0.108449424,-0.418300637,0.296205522,0.542484176
-0.001616366,0.218416868,-1.172407285,-1.192788134,1.953234794,0.073848991
2.081323709,0.679117592,1.465696865,1.367145443,0.50635231,0.525753276
1.382632003,-0.17225418,0.163838388,0.05609266,0.402720592,0.482194553
-2.036707284,-1.169471556,0.775683054,1.294490703,-1.859918477,-0.720502834
0.81891405,0.309443358,0.564790777,-0.712282929,0.566491493,-0.964658034
-0.606588238,-0.884523684,0.851657536,-0.757997873,0.409171999,-0.588187096
0.368616684,-0.38575367,0.827043176,0.265758426,0.156348005,-0.780081417
-0.878679336,-0.285851635,-0.885118135,-0.146464002,0.323968222,-1.015792051
0.886520751,0.6808506,1.967574464,0.40131801,-0.223632837,-0.021069919
-0.590417897,-1.122165292,0.068950252,-1.134205725,-1.240458119,-1.036533719
-0.849568137,-0.235534197,0.423485848,0.613349613,-0.204896965,-0.43525357
-0.108410739,-0.401017388,-0.279799964,-0.014590065,-0.01678983,-1.112138318
-1.882006781,-0.768253266,-0.083105417,-0.756688688,0.957061656,-0.039484709
0.869762343,-0.199742177,0.074260897,-0.157969172,1.027833669,0.380821432
-1.264421728,-0.864755156,-0.20513769,-1.037198524,-0.471393624,0.793165086
-1.016278096,0.467488999,0.1941034,-2.41483115,1.092052372,-0.796256841
0.216041159,-1.256705643,0.111749713,0.686631797,-0.045544981,-1.43710487
-1.267225269,0.427448912,0.782996233,-0.911351709,-1.361016308,-0.362159841
-0.729262541,-2.202958888,-0.24453022,-0.879596779,-1.462562575,-0.694035847
-1.870981945,-0.269166782,-1.098417987,0.206417883,1.282296246,-0.185321342
0.161340301,-0.84956484,-0.651335524,-1.5172731,-0.277342024,-0.322673173
-0.342518427,1.097264216,-0.945992722,1.928237395,-0.741847659,-1.218706455
-0.749825841,-1.390743447,0.190088785,-0.040815059,0.425169675,1.294956072
1.084802059,-1.181119865,-0.594762841,-0.433543114,-0.913004102,1.428714914
-1.279179918,-0.141782711,0.373241564,-0.414152067,-0.81264392,0.590057397
2.070975205,0.255459507,1.701201385,0.401310764,0.040892695,-0.090347026
2.42678428,-0.138329814,0.015958104,0.596219191,-0.938860908,0.804094162
0.158599002,-0.006615405,-0.065275463,1.025617755,-0.160932868,0.381653526
-0.855925095,0.014785837,0.241215209,0.088160401,-0.20393742,-1.026294007
1.014768178,0.1642131,-0.205535478,0.578121584,-0.935804926,-0.412005657
-0.162482836,0.411745276,-1.835008136,-0.917621648,-0.988683405,0.292353107
-0.56898393,1.382913966,0.143998367,0.769713048,-0.721028872,-0.571241159
-0.189826484,0.054713954,-0.658400393,0.103620033,-0.188925639,0.403373779
0.682098532,0.791890816,-0.210403986,-0.180861909,0.8830027,0.35466035
1.451839278,1.690600772,0.053175808,1.623739769,0.654415691,-0.525775323
2.948018595,0.99801986,0.856330684,1.485866495,-0.132693158,2.158531607
0.707408638,-0.412536073,1.233494545,0.57978873,-0.502195315,0.080001652
-0.799020635,0.191009362,-0.199696822,0.936449438,-0.164114022,-0.309474508
0.883134017,0.994478368,-0.681174779,0.273788464,-0.579942902,-1.064126724
0.158930915,-2.031657082,-0.638762143,-0.695938265,-0.483615163,-0.039891128
